phonemes;phoneme_onset;phoneme_offset;words;word_onset;word_offset;cohort_entropy;cohort_surprisal;word_freq
e~;29.01;29.08;prince;28.85;29.18;0.0650434435005669;6.086719827202139;14.296420097271413
s;29.08;29.18;prince;28.85;29.18;0.002164637419715943;1.092413468298815;14.296420097271413
p;29.18;29.23;prêta;29.18;29.55;4.409139780035069;3.530081653227226;22.03435145854334
R;29.23;29.3;prêta;29.18;29.55;0.3111310643031198;2.6666723586729733;22.03435145854334
E;29.3;29.34;prêta;29.18;29.55;0.0650434435005669;3.272954298689311;22.03435145854334
t;29.34;29.44;prêta;29.18;29.55;0.005832787246312661;2.391201880514689;22.03435145854334
a;29.44;29.55;prêta;29.18;29.55;0.0013938409598707319;5.862291533421268;22.03435145854334
a;29.55;29.59;à;29.55;29.59;4.409139780035069;3.7941932878383366;6.209354846536233
S;29.59;29.75;chaque;29.59;29.88;4.409139780035069;6.628288652147766;11.838598449832206
a;29.75;29.8;chaque;29.59;29.88;0.06570954301790954;3.103105305359027;11.838598449832206
k;29.8;29.88;chaque;29.59;29.88;0.0099939483469352;0.9800572154502253;11.838598449832206
R;29.88;29.95;roi;29.88;30.08;4.409139780035069;5.400144139330587;12.39997254707214
w;29.95;30.03;roi;29.88;30.08;0.09537290166016034;7.897322038837397;12.39997254707214
a;30.03;30.08;roi;29.88;30.08;0.0014275525764924299;0.9760464157217696;12.39997254707214
s;30.08;30.17;son;30.08;30.34;4.409139780035069;3.649530068972855;8.985053908632072
o~;30.17;30.34;son;30.08;30.34;0.27960237707783975;2.2886984878466143;8.985053908632072
p;30.34;30.42;pain;30.34;30.53;4.409139780035069;3.530081653227226;13.80989032732196
e~;30.42;30.53;pain;30.34;30.53;0.3111310643031198;9.248980990620321;13.80989032732196
e;30.53;30.59;et;30.53;30.59;4.409139780035069;4.815820454336018;6.126714125197328
s;30.59;30.72;son;30.59;30.89;4.409139780035069;3.649530068972855;8.985053908632072
o~;30.72;30.84;son;30.59;30.89;0.27960237707783975;2.2886984878466143;8.985053908632072
n;30.84;30.89;son;30.59;30.89;0.0019972800638732623;3.961041931703037;8.985053908632072
e;30.89;31.04;épée;30.89;31.32;4.409139780035069;4.815820454336018;14.908015725648712
